PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
347,1,3,Mr. Passenger 346,male,39.1,1,0,TCK100346,7.51,,S
348,0,2,Mr. Passenger 347,male,27.8,0,1,TCK100347,15.58,,S
349,0,3,Mr. Passenger 348,male,22.9,0,0,TCK100348,13.82,,S
350,1,1,Miss. Passenger 349,female,,0,2,TCK100349,65.04,C107,S
351,1,3,Mr. Passenger 350,male,,0,0,TCK100350,17.07,,S
352,0,1,Mr. Passenger 351,male,,0,0,TCK100351,77.7,C134,S
353,0,3,Mr. Passenger 352,male,37.2,2,0,TCK100352,7.84,,S
354,1,3,Mr. Passenger 353,male,30.7,1,0,TCK100353,13.34,,S
355,0,3,Mr. Passenger 354,male,39.6,0,0,TCK100354,13.89,,S
356,0,3,Mr. Passenger 355,male,30.2,1,0,TCK100355,17.86,,S
357,0,3,Mr. Passenger 356,male,39.2,3,0,TCK100356,15.04,,S
358,1,3,Mrs. Passenger 357,female,,0,0,TCK100357,15.4,,C
359,1,3,Mrs. Passenger 358,female,18.5,0,0,TCK100358,14.67,,C
360,0,3,Mr. Passenger 359,male,,2,0,TCK100359,12.02,,S
361,0,3,Mr. Passenger 360,male,49.1,0,0,TCK100360,9.28,,S
362,1,1,Mr. Passenger 361,male,32.3,1,0,TCK100361,93.7,,S
363,1,1,Mr. Passenger 362,male,,0,0,TCK100362,72.81,,C
364,0,1,Mr. Passenger 363,male,19.7,0,0,TCK100363,140.78,,S
365,1,3,Miss. Passenger 364,female,39.0,1,0,TCK100364,19.98,,C
366,1,2,Mrs. Passenger 365,female,25.4,0,1,TCK100365,25.06,D66,S
367,1,3,Miss. Passenger 366,female,22.3,0,0,TCK100366,14.97,,S
368,1,3,Mr. Passenger 367,male,,0,0,TCK100367,12.54,,S
369,1,2,Miss. Passenger 368,female,15.4,0,1,TCK100368,9.91,D137,S
370,1,3,Mr. Passenger 369,male,18.6,0,0,TCK100369,11.88,,C
371,0,3,Mr. Passenger 370,male,,0,0,TCK100370,13.53,,S
372,1,2,Mr. Passenger 371,male,34.1,0,2,TCK100371,21.84,,S
373,1,2,Mrs. Passenger 372,female,35.5,0,2,TCK100372,23.76,D131,S
374,0,2,Mr. Passenger 373,male,40.8,0,0,TCK100373,27.37,D80,S
375,1,1,Mrs. Passenger 374,female,31.6,1,0,TCK100374,60.74,,S
376,1,1,Mr. Passenger 375,male,,0,0,TCK100375,61.05,,S
377,1,3,Mrs. Passenger 376,female,25.6,0,3,TCK100376,20.54,,S
378,1,2,Mr. Passenger 377,male,29.8,0,2,TCK100377,26.17,,S
379,0,2,Mr. Passenger 378,male,,0,0,TCK100378,16.87,D64,C
380,0,3,Mrs. Passenger 379,female,31.8,1,0,TCK100379,12.44,,S
381,0,3,Mr. Passenger 380,male,39.0,0,0,TCK100380,12.47,,C
382,0,3,Mr. Passenger 381,male,36.2,0,0,TCK100381,13.16,,C
383,0,3,Mr. Passenger 382,male,,2,0,TCK100382,15.46,,S
384,0,3,Mr. Passenger 383,male,18.5,1,0,TCK100383,26.18,,S
385,1,2,Mr. Passenger 384,male,29.9,1,0,TCK100384,21.52,,Q
386,0,3,Mr. Passenger 385,male,28.6,1,0,TCK100385,16.45,,S
387,0,3,Mr. Passenger 386,male,31.5,1,0,TCK100386,4.23,,S
388,1,3,Miss. Passenger 387,female,57.7,0,0,TCK100387,10.48,,S
389,0,1,Mr. Passenger 388,male,22.2,0,0,TCK100388,125.29,,S
390,0,3,Mr. Passenger 389,male,34.5,0,0,TCK100389,15.09,,S
391,1,3,Mr. Passenger 390,male,42.9,0,2,TCK100390,4.0,,C
392,0,1,Mr. Passenger 391,male,30.3,0,0,TCK100391,106.65,,S
393,0,3,Mr. Passenger 392,male,,0,0,TCK100392,22.97,,C
394,1,3,Mrs. Passenger 393,female,24.1,0,0,TCK100393,4.0,,S
395,1,1,Mrs. Passenger 394,female,33.2,1,0,TCK100394,135.05,C64,S
396,0,3,Mr. Passenger 395,male,18.6,1,0,TCK100395,4.0,,S
397,0,3,Mr. Passenger 396,male,24.4,0,0,TCK100396,17.88,,S
398,1,2,Mr. Passenger 397,male,,0,0,TCK100397,19.93,,S
399,0,3,Mr. Passenger 398,male,40.0,0,0,TCK100398,4.0,,S
400,0,2,Mr. Passenger 399,male,33.1,0,0,TCK100399,23.57,,S
401,1,2,Miss. Passenger 400,female,,2,0,TCK100400,29.21,D63,S
402,0,3,Mr. Passenger 401,male,27.8,1,0,TCK100401,14.89,,S
403,0,3,Mr. Passenger 402,male,24.7,2,0,TCK100402,16.04,,S
404,0,1,Mr. Passenger 403,male,64.2,1,0,TCK100403,70.17,,S
405,0,3,Mr. Passenger 404,male,34.1,2,0,TCK100404,4.0,,S
406,0,3,Mr. Passenger 405,male,19.6,0,0,TCK100405,16.6,,S
407,1,2,Mr. Passenger 406,male,20.0,0,0,TCK100406,34.0,,S
408,1,3,Mrs. Passenger 407,female,16.7,0,0,TCK100407,18.87,,S
409,0,1,Mr. Passenger 408,male,41.2,0,3,TCK100408,17.21,,S
410,0,3,Mr. Passenger 409,male,24.3,0,3,TCK100409,5.12,,S
411,0,3,Mr. Passenger 410,male,30.7,0,3,TCK100410,8.6,,S
412,1,3,Mrs. Passenger 411,female,,2,0,TCK100411,4.72,,S
413,1,1,Mr. Passenger 412,male,38.5,0,0,TCK100412,85.48,,S
414,1,3,Mrs. Passenger 413,female,18.0,2,0,TCK100413,15.05,,C
415,1,1,Miss. Passenger 414,female,15.0,1,0,TCK100414,35.94,,C
416,0,2,Mr. Passenger 415,male,31.9,0,0,TCK100415,26.22,,S
417,1,1,Mrs. Passenger 416,female,,0,0,TCK100416,104.2,C82,S
418,0,3,Mr. Passenger 417,male,33.3,0,0,TCK100417,10.15,,S
419,1,1,Miss. Passenger 418,female,18.5,0,0,TCK100418,78.2,C143,Q
420,1,3,Mr. Passenger 419,male,37.8,0,0,TCK100419,4.0,,S
421,1,3,Miss. Passenger 420,female,19.3,2,0,TCK100420,11.27,,S
422,1,1,Mr. Passenger 421,male,22.2,0,0,TCK100421,84.25,,S
423,1,1,Mr. Passenger 422,male,,0,1,TCK100422,89.67,,S
424,0,1,Mr. Passenger 423,male,45.9,1,0,TCK100423,96.73,C134,S
425,0,3,Miss. Passenger 424,female,37.2,0,0,TCK100424,14.27,,S
426,1,3,Mr. Passenger 425,male,36.9,0,0,TCK100425,11.63,,S
427,1,1,Mr. Passenger 426,male,45.2,0,0,TCK100426,93.62,C140,S
428,1,3,Mrs. Passenger 427,female,,0,0,TCK100427,18.21,,C
429,1,1,Miss. Passenger 428,female,6.8,0,0,TCK100428,80.79,,C
430,0,3,Mr. Passenger 429,male,,0,0,TCK100429,14.65,,S
431,0,3,Mr. Passenger 430,male,21.0,0,0,TCK100430,12.03,,S
432,1,3,Mr. Passenger 431,male,,0,0,TCK100431,9.64,,S
433,1,3,Mrs. Passenger 432,female,15.0,0,2,TCK100432,15.72,,C
434,0,3,Mr. Passenger 433,male,25.1,0,0,TCK100433,10.11,,S
435,1,1,Miss. Passenger 434,female,13.2,0,0,TCK100434,96.97,,S
436,1,1,Mr. Passenger 435,male,33.4,0,0,TCK100435,84.95,,C
437,1,1,Mr. Passenger 436,male,29.7,0,0,TCK100436,73.79,,S
438,0,3,Mr. Passenger 437,male,35.3,0,0,TCK100437,11.29,,S
439,0,3,Mr. Passenger 438,male,35.6,0,0,TCK100438,10.36,,S
440,0,3,Mrs. Passenger 439,female,36.8,1,0,TCK100439,4.44,,S
441,0,3,Mr. Passenger 440,male,24.1,2,0,TCK100440,14.99,,S
442,1,1,Mr. Passenger 441,male,,0,0,TCK100441,91.78,,S
443,1,3,Mrs. Passenger 442,female,32.0,1,0,TCK100442,17.42,,Q
444,1,1,Miss. Passenger 443,female,4.8,0,2,TCK100443,66.14,C81,S
445,1,2,Mrs. Passenger 444,female,16.0,0,1,TCK100444,35.16,,C
446,1,3,Mr. Passenger 445,male,,1,2,TCK100445,11.03,,C
447,0,3,Mr. Passenger 446,male,29.2,1,0,TCK100446,8.45,,S
448,1,3,Miss. Passenger 447,female,27.4,1,0,TCK100447,7.83,,Q
449,1,1,Mr. Passenger 448,male,22.9,0,0,TCK100448,25.74,,S
450,0,3,Mr. Passenger 449,male,55.1,1,2,TCK100449,20.97,,S
451,1,1,Miss. Passenger 450,female,36.1,0,0,TCK100450,130.07,,S
452,0,3,Mr. Passenger 451,male,38.4,0,0,TCK100451,16.12,,S
453,0,3,Mr. Passenger 452,male,16.9,0,0,TCK100452,8.34,,C
454,1,1,Mrs. Passenger 453,female,16.0,4,0,TCK100453,144.86,C45,S
455,0,1,Mr. Passenger 454,male,29.5,0,0,TCK100454,72.18,,S
456,0,1,Mr. Passenger 455,male,31.2,1,0,TCK100455,74.96,,S
457,1,3,Mr. Passenger 456,male,4.9,0,0,TCK100456,20.47,,S
458,0,3,Mr. Passenger 457,male,26.7,1,1,TCK100457,16.43,,S
459,1,3,Mr. Passenger 458,male,29.2,1,0,TCK100458,24.45,,S
460,1,3,Mrs. Passenger 459,female,26.2,1,1,TCK100459,14.29,,C
461,1,3,Miss. Passenger 460,female,18.4,0,0,TCK100460,10.94,,S
462,1,1,Mr. Passenger 461,male,22.0,0,0,TCK100461,63.44,C110,C
463,0,3,Mr. Passenger 462,male,26.7,0,0,TCK100462,4.0,,S
464,1,2,Mrs. Passenger 463,female,30.2,0,2,TCK100463,17.77,D67,S
465,1,3,Mr. Passenger 464,male,,0,0,TCK100464,18.95,,S
466,1,3,Mr. Passenger 465,male,43.1,0,0,TCK100465,16.11,,S
467,1,3,Mr. Passenger 466,male,,0,0,TCK100466,13.11,,C
468,1,3,Miss. Passenger 467,female,23.1,0,0,TCK100467,7.83,,S
469,1,1,Mr. Passenger 468,male,34.7,0,0,TCK100468,91.62,C31,S
470,1,3,Mrs. Passenger 469,female,,2,0,TCK100469,18.27,,C
471,0,2,Mr. Passenger 470,male,23.4,0,2,TCK100470,23.45,,S
472,0,3,Mr. Passenger 471,male,,3,0,TCK100471,13.87,,S
473,1,1,Mr. Passenger 472,male,,2,0,TCK100472,57.22,,Q
474,1,1,Mr. Passenger 473,male,45.8,0,0,TCK100473,113.14,,S
475,0,2,Mr. Passenger 474,male,52.1,1,1,TCK100474,4.0,,C
476,0,2,Mr. Passenger 475,male,17.7,0,1,TCK100475,23.06,,S
477,0,2,Mr. Passenger 476,male,29.2,1,0,TCK100476,40.56,,C
478,1,3,Mr. Passenger 477,male,,0,2,TCK100477,5.16,,S
479,0,3,Mr. Passenger 478,male,27.7,0,0,TCK100478,11.74,,S
480,0,2,Mr. Passenger 479,male,20.6,0,1,TCK100479,19.94,D73,S
481,1,2,Mrs. Passenger 480,female,9.7,0,2,TCK100480,16.3,D28,C
482,1,1,Mr. Passenger 481,male,30.2,3,0,TCK100481,118.82,,S
483,1,3,Mrs. Passenger 482,female,19.0,0,0,TCK100482,15.46,,Q
484,1,2,Mrs. Passenger 483,female,,1,0,TCK100483,21.22,,S
485,0,1,Mr. Passenger 484,male,18.7,3,0,TCK100484,110.79,C140,S
486,1,2,Mrs. Passenger 485,female,14.7,0,1,TCK100485,20.13,D125,C
487,1,3,Mrs. Passenger 486,female,32.0,0,0,TCK100486,29.54,,S
488,0,1,Mr. Passenger 487,male,31.0,1,0,TCK100487,89.09,C96,S
489,0,3,Mr. Passenger 488,male,36.5,0,2,TCK100488,14.02,,S
490,0,3,Mr. Passenger 489,male,57.4,0,0,TCK100489,4.11,,S
491,0,3,Mr. Passenger 490,male,32.6,0,0,TCK100490,10.17,,S
492,0,3,Mr. Passenger 491,male,,2,0,TCK100491,18.97,,S
493,1,3,Miss. Passenger 492,female,,0,0,TCK100492,6.06,,S
494,1,2,Miss. Passenger 493,female,12.3,0,0,TCK100493,4.0,,S
495,0,3,Mr. Passenger 494,male,49.6,0,0,TCK100494,13.17,,S
496,0,3,Mrs. Passenger 495,female,17.0,0,0,TCK100495,20.13,,S
497,0,2,Mr. Passenger 496,male,15.4,0,0,TCK100496,20.34,,S
498,1,3,Miss. Passenger 497,female,28.5,1,0,TCK100497,11.25,,S
499,0,2,Mr. Passenger 498,male,,1,0,TCK100498,5.13,,S
500,1,3,Mrs. Passenger 499,female,17.3,0,0,TCK100499,15.35,,S
501,1,3,Miss. Passenger 500,female,25.0,0,0,TCK100500,16.44,,S
502,0,3,Mr. Passenger 501,male,,0,0,TCK100501,4.0,,S
503,0,3,Mr. Passenger 502,male,18.5,0,0,TCK100502,18.9,,C
504,1,3,Mrs. Passenger 503,female,10.9,0,0,TCK100503,16.98,,S
505,0,3,Mr. Passenger 504,male,,1,0,TCK100504,18.89,,S
506,1,3,Mr. Passenger 505,male,35.4,0,2,TCK100505,16.03,,S
507,1,2,Miss. Passenger 506,female,,0,0,TCK100506,25.23,,S
508,1,3,Mr. Passenger 507,male,8.4,0,0,TCK100507,15.71,,C
509,0,3,Mr. Passenger 508,male,,0,0,TCK100508,17.52,,Q
510,0,1,Mr. Passenger 509,male,28.3,0,0,TCK100509,22.89,,Q
511,0,1,Mr. Passenger 510,male,,2,0,TCK100510,33.56,C20,S
512,0,3,Mrs. Passenger 511,female,15.5,1,1,TCK100511,9.17,,S
513,1,1,Mr. Passenger 512,male,,2,1,TCK100512,79.64,C110,S
514,0,2,Mr. Passenger 513,male,37.8,2,0,TCK100513,23.11,D123,S
515,1,2,Mr. Passenger 514,male,0.4,0,0,TCK100514,22.6,,S
516,1,1,Mrs. Passenger 515,female,42.4,2,0,TCK100515,121.53,,S
517,0,2,Mr. Passenger 516,male,13.6,0,0,TCK100516,29.19,D113,S
518,1,3,Miss. Passenger 517,female,33.3,0,0,TCK100517,8.46,,Q
519,1,1,Mrs. Passenger 518,female,32.2,0,0,TCK100518,92.02,,S
520,1,3,Mrs. Passenger 519,female,,0,2,TCK100519,8.59,,S
521,1,3,Miss. Passenger 520,female,36.2,0,0,TCK100520,12.02,,C
522,1,2,Miss. Passenger 521,female,0.4,0,0,TCK100521,22.57,,S
523,1,1,Mrs. Passenger 522,female,18.8,1,0,TCK100522,4.0,,S
524,0,3,Mr. Passenger 523,male,30.8,1,0,TCK100523,25.54,,S
525,1,1,Mrs. Passenger 524,female,26.5,0,2,TCK100524,103.03,,S
526,0,2,Mr. Passenger 525,male,35.2,0,0,TCK100525,15.23,,S
527,0,3,Mr. Passenger 526,male,39.3,1,0,TCK100526,23.02,,S
528,1,3,Miss. Passenger 527,female,36.9,0,0,TCK100527,11.19,,S
529,1,3,Mrs. Passenger 528,female,26.2,0,2,TCK100528,13.69,,S
530,1,2,Miss. Passenger 529,female,5.0,0,0,TCK100529,16.1,,S
531,0,3,Mr. Passenger 530,male,23.1,0,0,TCK100530,21.59,,S
532,0,3,Mr. Passenger 531,male,,0,1,TCK100531,12.45,,C
533,1,2,Mr. Passenger 532,male,14.8,1,1,TCK100532,21.2,D96,S
534,0,3,Mr. Passenger 533,male,37.2,1,0,TCK100533,19.26,,S
535,1,1,Mr. Passenger 534,male,40.8,1,1,TCK100534,103.66,C43,S
536,1,1,Mr. Passenger 535,male,30.6,0,0,TCK100535,82.17,C81,C
537,1,3,Mr. Passenger 536,male,0.4,1,0,TCK100536,18.77,,S
538,1,1,Miss. Passenger 537,female,12.4,0,1,TCK100537,169.29,C127,S
539,0,1,Mr. Passenger 538,male,,0,0,TCK100538,94.66,C17,S
540,1,3,Mrs. Passenger 539,female,21.9,0,0,TCK100539,13.61,,S
541,1,3,Mr. Passenger 540,male,3.2,0,2,TCK100540,13.89,,S
542,0,3,Mr. Passenger 541,male,45.1,0,1,TCK100541,19.81,,S
543,0,3,Mr. Passenger 542,male,29.2,0,1,TCK100542,9.88,,C
544,0,3,Mr. Passenger 543,male,43.4,0,0,TCK100543,11.55,,S
545,1,1,Miss. Passenger 544,female,32.6,0,3,TCK100544,32.34,,S
546,1,2,Mr. Passenger 545,male,35.0,0,0,TCK100545,10.53,,S
547,0,2,Mr. Passenger 546,male,33.7,0,0,TCK100546,15.86,,S
548,1,1,Miss. Passenger 547,female,38.1,2,0,TCK100547,82.12,C86,S
549,1,3,Mrs. Passenger 548,female,58.6,0,1,TCK100548,22.2,,S
550,0,2,Mr. Passenger 549,male,,0,2,TCK100549,24.29,,Q
551,0,3,Mr. Passenger 550,male,8.5,0,0,TCK100550,8.26,,C
552,0,1,Mr. Passenger 551,male,34.8,1,0,TCK100551,59.54,,C
553,1,1,Mr. Passenger 552,male,43.8,0,0,TCK100552,130.19,,S
554,0,3,Mr. Passenger 553,male,44.6,2,0,TCK100553,18.86,,S
555,1,1,Mr. Passenger 554,male,23.5,0,0,TCK100554,84.95,C142,S
556,0,1,Miss. Passenger 555,female,44.1,0,0,TCK100555,69.13,,S
557,0,2,Mr. Passenger 556,male,41.1,0,0,TCK100556,29.0,,S
558,1,3,Mr. Passenger 557,male,62.4,0,1,TCK100557,7.83,,S
559,1,3,Mr. Passenger 558,male,19.2,1,0,TCK100558,15.04,,S
560,1,3,Miss. Passenger 559,female,,1,1,TCK100559,24.82,,S
561,0,1,Mr. Passenger 560,male,25.0,0,0,TCK100560,90.9,C55,C
562,0,2,Mrs. Passenger 561,female,,3,0,TCK100561,13.8,,S
563,1,3,Mrs. Passenger 562,female,17.4,0,0,TCK100562,15.13,,S
564,0,3,Mr. Passenger 563,male,0.4,0,0,TCK100563,10.56,,S
565,0,3,Mr. Passenger 564,male,23.3,0,0,TCK100564,5.75,,S
566,0,3,Mr. Passenger 565,male,33.8,0,0,TCK100565,16.65,,C
567,0,3,Mr. Passenger 566,male,22.6,1,0,TCK100566,18.81,,S
568,1,1,Mrs. Passenger 567,female,54.2,0,0,TCK100567,73.55,,C
569,1,2,Mr. Passenger 568,male,,0,0,TCK100568,16.98,,C
570,1,3,Mrs. Passenger 569,female,45.8,0,0,TCK100569,8.0,,S
571,1,2,Mr. Passenger 570,male,32.4,0,0,TCK100570,18.8,,S
572,0,3,Mr. Passenger 571,male,,0,0,TCK100571,10.08,,S
573,0,3,Mr. Passenger 572,male,,1,0,TCK100572,7.74,,S
574,1,3,Mrs. Passenger 573,female,46.8,0,0,TCK100573,22.84,,S
575,1,3,Miss. Passenger 574,female,29.7,0,0,TCK100574,15.43,,Q
576,0,3,Mr. Passenger 575,male,,0,0,TCK100575,15.98,,S
577,1,3,Mr. Passenger 576,male,33.8,0,2,TCK100576,17.59,,C
578,1,3,Mrs. Passenger 577,female,25.3,0,0,TCK100577,17.01,,S
579,0,3,Mr. Passenger 578,male,34.3,1,0,TCK100578,10.85,,Q
580,1,2,Miss. Passenger 579,female,58.0,2,0,TCK100579,22.18,,S
581,1,3,Mr. Passenger 580,male,25.5,0,0,TCK100580,11.6,,S
582,1,3,Mr. Passenger 581,male,34.5,2,0,TCK100581,15.28,,S
583,1,1,Mr. Passenger 582,male,45.4,0,1,TCK100582,95.48,,S
584,0,2,Mr. Passenger 583,male,43.8,0,0,TCK100583,16.94,D53,C
585,1,3,Mr. Passenger 584,male,29.2,1,0,TCK100584,6.09,,S
586,1,3,Mr. Passenger 585,male,0.4,1,0,TCK100585,13.76,,S
587,1,1,Miss. Passenger 586,female,35.7,1,0,TCK100586,77.14,,S
588,1,2,Mr. Passenger 587,male,,0,0,TCK100587,4.88,D4,S
589,1,1,Mr. Passenger 588,male,48.1,0,0,TCK100588,101.06,C82,S
590,1,1,Mr. Passenger 589,male,,0,0,TCK100589,116.44,,S
591,0,3,Mr. Passenger 590,male,42.0,0,2,TCK100590,26.15,,S
592,0,2,Mr. Passenger 591,male,,0,0,TCK100591,16.87,D60,S
593,1,2,Mr. Passenger 592,male,,0,3,TCK100592,15.69,,S
594,0,3,Mr. Passenger 593,male,32.4,0,0,TCK100593,7.23,,Q
595,1,1,Mr. Passenger 594,male,28.6,0,1,TCK100594,91.01,,S
596,1,2,Mrs. Passenger 595,female,22.6,0,0,TCK100595,21.62,,S
597,0,3,Mr. Passenger 596,male,30.1,0,0,TCK100596,8.78,,S
598,1,3,Mrs. Passenger 597,female,65.0,0,3,TCK100597,12.09,,S
599,1,3,Mr. Passenger 598,male,39.8,0,0,TCK100598,4.0,,S
600,0,3,Mr. Passenger 599,male,42.6,0,2,TCK100599,17.82,,S
601,1,3,Mrs. Passenger 600,female,40.0,0,0,TCK100600,8.99,,S
602,1,3,Mr. Passenger 601,male,48.2,0,0,TCK100601,12.82,,S
603,1,3,Miss. Passenger 602,female,,1,0,TCK100602,5.58,,S
604,0,3,Mr. Passenger 603,male,2.3,0,0,TCK100603,9.97,,Q
605,0,3,Mr. Passenger 604,male,26.5,0,2,TCK100604,11.55,,S
606,0,3,Miss. Passenger 605,female,,0,1,TCK100605,12.94,,S
607,0,3,Mr. Passenger 606,male,16.4,2,0,TCK100606,15.49,,S
608,0,1,Mr. Passenger 607,male,,1,0,TCK100607,132.35,C40,S
609,1,3,Mrs. Passenger 608,female,20.0,0,0,TCK100608,16.81,,S
610,1,2,Mrs. Passenger 609,female,48.5,0,0,TCK100609,27.7,D40,S
611,1,3,Mrs. Passenger 610,female,38.7,0,0,TCK100610,20.52,,S
612,0,3,Mr. Passenger 611,male,37.5,2,0,TCK100611,15.96,,S
613,0,3,Mr. Passenger 612,male,37.1,0,0,TCK100612,12.81,,S
614,1,3,Miss. Passenger 613,female,28.5,0,1,TCK100613,18.25,,Q
615,1,2,Mr. Passenger 614,male,,4,0,TCK100614,28.58,,S
616,1,3,Miss. Passenger 615,female,13.6,1,0,TCK100615,16.37,,C
617,1,3,Mr. Passenger 616,male,0.6,0,0,TCK100616,5.44,,S
618,1,2,Mr. Passenger 617,male,,0,1,TCK100617,13.27,D114,Q
619,1,1,Mrs. Passenger 618,female,33.2,0,0,TCK100618,74.76,C139,S
620,1,1,Mr. Passenger 619,male,44.7,0,0,TCK100619,110.2,,S
621,0,3,Mr. Passenger 620,male,49.4,0,0,TCK100620,12.89,,C
622,0,3,Mr. Passenger 621,male,49.4,2,1,TCK100621,18.91,,S
623,1,3,Mrs. Passenger 622,female,16.0,2,0,TCK100622,19.84,,S
624,1,3,Miss. Passenger 623,female,24.4,0,0,TCK100623,19.24,,Q
625,0,3,Mr. Passenger 624,male,,0,0,TCK100624,19.27,,S
626,0,2,Mr. Passenger 625,male,61.9,0,0,TCK100625,11.7,D50,S
627,1,3,Miss. Passenger 626,female,48.2,0,0,TCK100626,15.51,,S
628,0,1,Mr. Passenger 627,male,43.6,1,0,TCK100627,63.59,,C
629,0,3,Mr. Passenger 628,male,24.0,0,0,TCK100628,4.42,,C
630,0,3,Mr. Passenger 629,male,17.5,0,0,TCK100629,11.51,,S
631,0,3,Mr. Passenger 630,male,,0,0,TCK100630,19.89,,S
632,1,3,Miss. Passenger 631,female,14.7,0,0,TCK100631,15.4,,S
633,1,1,Miss. Passenger 632,female,,0,0,TCK100632,151.8,,S
634,1,2,Mrs. Passenger 633,female,27.5,1,0,TCK100633,21.42,D86,C
635,0,1,Mr. Passenger 634,male,49.7,1,0,TCK100634,166.25,,S
636,0,1,Mr. Passenger 635,male,24.4,0,0,TCK100635,89.96,,S
637,0,3,Mr. Passenger 636,male,0.4,1,0,TCK100636,13.12,,S
638,0,3,Mr. Passenger 637,male,35.6,0,0,TCK100637,6.35,,S
639,0,3,Mr. Passenger 638,male,19.9,1,3,TCK100638,18.77,,C
640,0,3,Mr. Passenger 639,male,29.6,0,0,TCK100639,10.39,,S
641,0,3,Mr. Passenger 640,male,,0,0,TCK100640,9.64,,S
642,0,3,Mr. Passenger 641,male,25.4,2,0,TCK100641,19.66,,C
643,1,1,Miss. Passenger 642,female,,0,0,TCK100642,122.92,C29,Q
644,1,1,Mr. Passenger 643,male,9.1,0,0,TCK100643,122.04,C101,S
645,0,3,Mr. Passenger 644,male,,0,0,TCK100644,11.12,,Q
646,1,3,Mrs. Passenger 645,female,37.9,0,1,TCK100645,12.73,,S
647,1,1,Mrs. Passenger 646,female,21.0,0,0,TCK100646,81.99,C127,C
648,1,3,Mrs. Passenger 647,female,8.1,0,0,TCK100647,17.07,,S
649,0,3,Mr. Passenger 648,male,37.7,1,0,TCK100648,21.08,,S
650,1,1,Mrs. Passenger 649,female,,0,0,TCK100649,96.37,,S
651,1,2,Mr. Passenger 650,male,28.4,0,3,TCK100650,35.8,D105,S
652,0,3,Mr. Passenger 651,male,3.5,0,0,TCK100651,17.67,,S
653,0,3,Mr. Passenger 652,male,38.2,1,0,TCK100652,11.78,,S
654,1,1,Mr. Passenger 653,male,7.4,0,1,TCK100653,111.84,,S
655,0,3,Mr. Passenger 654,male,,0,0,TCK100654,21.87,,S
656,0,2,Mr. Passenger 655,male,17.5,0,0,TCK100655,35.99,D82,S
657,1,3,Miss. Passenger 656,female,,0,0,TCK100656,19.17,,S
658,0,2,Mr. Passenger 657,male,,1,1,TCK100657,20.21,D117,Q
659,0,3,Mr. Passenger 658,male,26.6,0,0,TCK100658,11.87,,Q
660,0,2,Mr. Passenger 659,male,20.6,1,0,TCK100659,24.61,D77,S
661,1,2,Mr. Passenger 660,male,,0,1,TCK100660,33.39,D136,S
662,0,3,Mr. Passenger 661,male,,0,1,TCK100661,15.26,,S
663,0,1,Mr. Passenger 662,male,41.7,0,0,TCK100662,99.27,,S
664,1,1,Mr. Passenger 663,male,32.7,0,0,TCK100663,85.73,,C
665,1,2,Miss. Passenger 664,female,19.9,0,0,TCK100664,17.38,,S
666,1,3,Miss. Passenger 665,female,17.7,0,0,TCK100665,12.16,,S
667,1,3,Mr. Passenger 666,male,7.6,0,1,TCK100666,13.7,,S
668,0,3,Mr. Passenger 667,male,32.8,0,0,TCK100667,21.93,,S
669,1,2,Mrs. Passenger 668,female,,0,0,TCK100668,18.08,,C
670,1,2,Miss. Passenger 669,female,0.4,0,1,TCK100669,20.42,,S
671,0,1,Mr. Passenger 670,male,,0,0,TCK100670,54.92,,S
672,0,3,Miss. Passenger 671,female,17.3,0,0,TCK100671,16.73,,S
673,1,3,Miss. Passenger 672,female,49.5,0,0,TCK100672,20.11,,Q
674,0,3,Miss. Passenger 673,female,6.9,0,0,TCK100673,21.45,,S
675,1,3,Mr. Passenger 674,male,10.3,0,1,TCK100674,14.06,,C
676,0,2,Mr. Passenger 675,male,,0,0,TCK100675,24.59,,C
677,0,3,Mr. Passenger 676,male,46.6,0,0,TCK100676,12.2,,S
678,0,3,Mr. Passenger 677,male,19.3,1,0,TCK100677,15.75,,C
679,1,1,Mr. Passenger 678,male,20.8,0,2,TCK100678,94.55,C55,S
680,0,2,Mr. Passenger 679,male,37.0,0,0,TCK100679,20.47,D107,S
681,1,1,Mr. Passenger 680,male,0.4,0,2,TCK100680,88.63,,S
682,0,1,Mr. Passenger 681,male,4.8,1,1,TCK100681,99.18,,S
683,1,1,Mrs. Passenger 682,female,,0,0,TCK100682,74.12,,S
684,0,3,Mr. Passenger 683,male,49.1,1,1,TCK100683,11.74,,S
685,0,3,Mr. Passenger 684,male,23.3,0,0,TCK100684,21.88,,S
686,1,2,Mrs. Passenger 685,female,30.3,0,0,TCK100685,41.68,,S
687,1,2,Mrs. Passenger 686,female,43.7,0,0,TCK100686,10.37,,S
688,1,3,Mrs. Passenger 687,female,56.4,0,1,TCK100687,6.45,,S
689,1,3,Miss. Passenger 688,female,21.5,2,1,TCK100688,8.02,,S
690,1,3,Miss. Passenger 689,female,28.8,0,0,TCK100689,12.46,,Q
691,0,2,Mr. Passenger 690,male,52.7,2,3,TCK100690,27.17,,Q
692,0,3,Mr. Passenger 691,male,9.2,0,0,TCK100691,16.07,,S
693,0,1,Mr. Passenger 692,male,42.4,1,1,TCK100692,89.78,C58,S
694,0,2,Mr. Passenger 693,male,15.8,2,1,TCK100693,24.23,,S
695,1,3,Miss. Passenger 694,female,,0,0,TCK100694,9.4,,C
